Collection Name,Collection Id,MMS Id,Title,Suppressed From Discovery,Uniform Resource Identifier,Rep Label,File Label,Permalink
Macquarie Law Journal Collection,81271192330002171,99245130627102171,Book review : Western triumphalism : the crisis of human rights in the global era.,No,http://hdl.handle.net/1959.14/41180,Book review : Western triumphalism : the crisis of human rights in the global era,Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245130627102171
Macquarie Law Journal Collection,81271192330002171,99245130627202171,Book review : 'Australian criminal justice'.,No,http://hdl.handle.net/1959.14/41184,Book review : 'Australian criminal justice',Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245130627202171
Macquarie Law Journal Collection,81271192330002171,99245130627302171,Towards a responsive law paradigm for faith work.,No,http://hdl.handle.net/1959.14/111920,Towards a responsive law paradigm for faith work,Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245130627302171
Macquarie Law Journal Collection,81271192330002171,99245130627402171,"Report on Macquarie University workshop on ethical, legal and social issues raised by synthetic biology (10 December 2014).",No,http://hdl.handle.net/1959.14/1137338,"Report on Macquarie University workshop on ethical, legal and social issues raised by synthetic biology (10 December 2014)",Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245130627402171
Macquarie Law Journal Collection,81271192330002171,99245130627502171,Ethical issues in synthetic biology : a commentary.,No,http://hdl.handle.net/1959.14/1137360,Ethical issues in synthetic biology : a commentary,Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245130627502171
Macquarie Law Journal Collection,81271192330002171,99245130627602171,Book review : 'Justice for people with disabilities : legal and institutional issues'.,No,http://hdl.handle.net/1959.14/33075,Book review : 'Justice for people with disabilities : legal and institutional issues',Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245130627602171
Macquarie Law Journal Collection,81271192330002171,99245130627702171,"Globalization, environmental justice, and sustainable development : the case of oil.",No,http://hdl.handle.net/1959.14/111924,"Globalization, environmental justice, and sustainable development : the case of oil",Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245130627702171
Macquarie Law Journal Collection,81271192330002171,99245130627802171,"Book review : 'Errors, medicine and the law'.",No,http://hdl.handle.net/1959.14/41182,"Book review : 'Errors, medicine and the law'",Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245130627802171
Macquarie Law Journal Collection,81271192330002171,99245130627902171,Responses to Peter Sutton : Adrian Carton.,No,http://hdl.handle.net/1959.14/37679,Responses to Peter Sutton : Adrian Carton,Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245130627902171
Macquarie Law Journal Collection,81271192330002171,99245130628002171,Remedies for unfair dismissal under the Workplace Relations Act 1996 - a fair go all round?,No,http://hdl.handle.net/1959.14/33058,Remedies for unfair dismissal under the Workplace Relations Act 1996 - a fair go all round?,Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245130628002171
Macquarie Law Journal Collection,81271192330002171,99245130628102171,Law at century's end - a millennial view from the High Court of Australia.,No,http://hdl.handle.net/1959.14/32983,Law at century's end - a millennial view from the High Court of Australia,Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245130628102171
Macquarie Law Journal Collection,81271192330002171,99245130628202171,The Corporate image - the regulation of annual reports in Australia.,No,http://hdl.handle.net/1959.14/33019,The Corporate image - the regulation of annual reports in Australia,Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245130628202171
Macquarie Law Journal Collection,81271192330002171,99245130628302171,The Rule of law and the separation of powers.,No,http://hdl.handle.net/1959.14/30851,The Rule of law and the separation of powers,Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245130628302171
Macquarie Law Journal Collection,81271192330002171,99245130628402171,Protecting genetic privacy in the research context : where to from here?,No,http://hdl.handle.net/1959.14/41120,Protecting genetic privacy in the research context : where to from here?,Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245130628402171
Macquarie Law Journal Collection,81271192330002171,99245130628502171,"Men of class : Aristotle, Montesquieu and Dicey on 'separation of powers' and 'the rule of law'.",No,http://hdl.handle.net/1959.14/29073,"Men of class : Aristotle, Montesquieu and Dicey on 'separation of powers' and 'the rule of law'",Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245130628502171
Macquarie Law Journal Collection,81271192330002171,99245130628602171,Employers and genetic information : a new frontier for discrimination.,No,http://hdl.handle.net/1959.14/27756,Employers and genetic information : a new frontier for discrimination,Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245130628602171
Macquarie Law Journal Collection,81271192330002171,99245130628702171,Environmental imparatives in a globalized world : the ecological impact of liberalising trade.,No,http://hdl.handle.net/1959.14/22885,Environmental imparatives in a globalized world : the ecological impact of liberalising trade,Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245130628702171
Macquarie Law Journal Collection,81271192330002171,99245130628802171,"The Rule of law and the Tinkerbell effect : theoretical considerations, criticisms and justifications for the rule of law.",No,http://hdl.handle.net/1959.14/28814,"The Rule of law and the Tinkerbell effect : theoretical considerations, criticisms and justifications for the rule of law",Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245130628802171
Macquarie Law Journal Collection,81271192330002171,99245130628902171,"Colonial contracts and expectation damages : Girard v Biddulph, NSW Supreme Court, 1834.",No,http://hdl.handle.net/1959.14/30813,"Colonial contracts and expectation damages : Girard v Biddulph, NSW Supreme Court, 1834",Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245130628902171
Macquarie Law Journal Collection,81271192330002171,99245130629002171,Editorial : Law and exclusion (Macquarie law journal).,No,http://hdl.handle.net/1959.14/20067,Editorial : Law and exclusion (Macquarie law journal),Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245130629002171
Macquarie Law Journal Collection,81271192330002171,99245130629102171,Responses to Henry Reynolds : Alexander Reilly.,No,http://hdl.handle.net/1959.14/11554,Responses to Henry Reynolds : Alexander Reilly,Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245130629102171
Macquarie Law Journal Collection,81271192330002171,99245130629202171,Responses to Henry Reynolds : Alison Holland.,No,http://hdl.handle.net/1959.14/10927,Responses to Henry Reynolds : Alison Holland,Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245130629202171
Macquarie Law Journal Collection,81271192330002171,99245130629302171,Dictating to one of 'us' : the migration of Mrs Freer.,No,http://hdl.handle.net/1959.14/11469,Dictating to one of 'us' : the migration of Mrs Freer,Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245130629302171
Macquarie Law Journal Collection,81271192330002171,99245130629402171,Scales of coexistence : tacking the tension between legal and cultural landscapes in post-Mabo Australia.,No,http://hdl.handle.net/1959.14/11479,Scales of coexistence : tacking the tension between legal and cultural landscapes in post-Mabo Australia,Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245130629402171
Macquarie Law Journal Collection,81271192330002171,99245130629502171,Editors' note : Globalisation and the quest for social and environmental justice : the relevance of international law in an evolving world order (Macquarie law journal).,No,http://hdl.handle.net/1959.14/16180,Editors' note : Globalisation and the quest for social and environmental justice : the relevance of international law in an evolving world order (Macquarie law journal),Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245130629502171
Macquarie Law Journal Collection,81271192330002171,99245130629602171,"Derrida and the culture debate : autoimmunity, law and decision.",No,http://hdl.handle.net/1959.14/9342,"Derrida and the culture debate : autoimmunity, law and decision",Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245130629602171
Macquarie Law Journal Collection,81271192330002171,99245130629702171,Using anti-discrimination law as a tool of exclusion : a critical analysis of the Disability Discrimination Act 1992 and Purvis v NSW.,No,http://hdl.handle.net/1959.14/10457,Using anti-discrimination law as a tool of exclusion : a critical analysis of the Disability Discrimination Act 1992 and Purvis v NSW,Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245130629702171
